Username,Followers,Confidence,Score_tag,Agreement,Subjectivity,Irony,Tweet
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
AleshiaNicole,904,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC
davidschoemake2,47,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
MsNikonGurl,11,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
NewsHour,1015993,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
katseyes45,7746,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
CJAG96,1153,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
leonor_arroja,88,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
anthonytheu,103,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
shenialledit,641,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC
nathanhwgay,352,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
AlwaysComputing,4134,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
JayBone1982,22,91,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC
2whoa4u,232,86,P,DISAGREEMENT,OBJECTIVE,NONIRONIC
1MansMind,163,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
frijolesdfiesta,3,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
william_perrott,197,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
WarnekeReading,7929,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
beeso,1475,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC
WhitneyWeltz,313,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
ItsMoo8,46,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
ClaireKellaghan,20,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
StahlDanyelle,11,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
TechEdgeTrades,32,92,P,AGREEMENT,SUBJECTIVE,NONIRONIC
the_real_MVBri,100,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
sanacardi,2762,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
NationSpursXxX,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
EcomStockSpot,52,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
mhmd3li_,923,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
MissesTayTay,121,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
nonnydee,6146,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
RLAugustesen,88,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
spudsydawg,74,86,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC
WhitneyWeltz,313,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
SublimeMelanin,6408,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
SheDoHairr,1301,92,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
jacinta_horgan,3064,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
aaliyah_monee,289,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Daveyofthedead,157,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
iiiiaraa,774,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
phrozenthunda,516,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC
Sano_From_SRK,1948,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
NewOnNetflixANZ,655,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
ziphosura,219,92,N,AGREEMENT,OBJECTIVE,NONIRONIC
BerniesBabyGirl,5941,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
HolleyPetrie500,101,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
ransonwrites,73,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
WorldHFnews,731,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
73orpi,38,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Lucie_gssl,393,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
sahiibaaaa,5558,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
D_Rock_15,12,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC
darkroom,977,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
BombsAwayDueHic,27,84,NEU,DISAGREEMENT,SUBJECTIVE,IRONIC
meganfry987,84,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
LEGOgroyper,433,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
RoseTrefz,1179,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
pfpicardi,55003,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
KimberlyNuggets,439,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
WrittenByDJR,2729,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
MillieCordelia,977,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC
MiamiNewTimes,215920,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
Rise_Broadband,668,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
GoBackstagePass,5,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
JahIckory,198,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
FaradPortee,742,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
bessonsnirvana,2352,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
rineekk,718,94,NEU,DISAGREEMENT,OBJECTIVE,NONIRONIC
Willie_Hutch,309,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
gena_frank,538,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
XplodMusiq,2305,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
SarcasticSoul_,798,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
_PapaDRE,1213,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
NationSpursXxX,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
BriannaDelmue,133,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
Buddikit,13,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
danelispaghetti,241,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
itsPudik,43,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
AllisonMatyus,265,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
SuperSheela,3814,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
a_tuts,1327,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
Luxscao,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
kadito,187,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Dee_xoxo11,1486,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
hakeemeji,2,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
Aaron_Briggs1,2439,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
GreatDayne215,740,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
BlackWokfie,125,94,P,DISAGREEMENT,OBJECTIVE,NONIRONIC
Simonet48283744,29,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
zeldaphionas,36,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
tolumak2,58,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
_iASE,5,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
israel_Arturo2,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Leask,2486,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
jeonsnat,6470,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
erroroger,207,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ana_kissed,135,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Freaky_Jube,899,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
byalexzaragoza,3621,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
johnbartist,715,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
regalducklin,394,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC
NewOnNetflixANZ,655,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ShaneCalipari,106,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
charlestrotter,1634,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
lxughofhaz,1968,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
fairuse,691,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
LyndseyDanyelle,21,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
sazonrosa,300,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
rahultweeterac,3,100,NEU,AGREEMENT,OBJECTIVE,NONIRONIC
MissesTayTay,121,94,P,DISAGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
satabdi_m,266,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC
RuFiOooooh,389,86,N,DISAGREEMENT,OBJECTIVE,NONIRONIC
_MarwanF_,404,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
corbynshugs,1710,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
ilan_wooserface,581,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC
JuGarJo,1398,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
smariedowning,2285,92,N+,DISAGREEMENT,SUBJECTIVE,NONIRONIC
dzeerya7,344,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
LokiFknMulligan,78,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
stickizonline,220,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
movietvtechgeek,136024,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
sugabtae,275,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
saidby_mhairi,282,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
p1ratenut,39,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
JohnnyZcash,1514,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
JRButchko,55,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
__Mohamed_Elkon,6503,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
Threule,88,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
RobCovell,735,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
eventhorizon451,350,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
megbks,5914,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
PastorBackwoods,1096,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
KimSO_Amazing,1854,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
beyoncemotaa,225,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
DubeMali,111,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
BringBackTheOA,7,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
honeynutnadi,321,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
nightwalkerrx,25,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
gingeredawn,64,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
JXESAID,19282,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
applecranzberry,79,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
PantsGeese,2,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
WiredDevils,3214,97,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
LilFargo10k,2045,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
cinemilf,618,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
goddessofchange,472,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Chardaaae_,1245,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
JXESAID,19282,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
An_drre_ah,561,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
always_ITM,4,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
PaheenaXOXO,861,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
OpenFibernet,15,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
floydisco,118,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
JoshGundle,91,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
Lori28052425,63,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC
Ani12415909,0,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
jrdorkin,22602,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
tvscreener,2534,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
Balance510,10950,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
ddaniell_e,259,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Antopulgar1,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
AthertonFiber,2,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
BadNewsBlue1,113,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
eecoming,80,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
iCristhianGives,2428,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
EchotheLombax,411,98,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
NeysaMcK,184,98,P+,AGREEMENT,OBJECTIVE,NONIRONIC
yaelia6,9,92,N,AGREEMENT,OBJECTIVE,NONIRONIC
spacedcowboy71,524,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
kevando_,587,92,N,AGREEMENT,OBJECTIVE,NONIRONIC
Runkenstein,1212,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
FrankUgo_,2507,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
PaidTizzy,3143,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
nevbamshew,220,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
dobriks420,497,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
JeiHenry,159,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
grandesprior,4359,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
dobrksires,427,100,NONE,AGREEMENT,SUBJECTIVE,NONIRONIC
lietz_nicole,41,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
MikeIona,1741,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
seanijayden,50,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
protectdirk,180,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
salloucole,78,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
bafflinghemmo,1687,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
homerprairies,793,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
GarnicaDaisy,290,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
bella_babyy32,367,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
dobrikstark,101,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
K0UGAMl,73,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
MKEMovieMan,295,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
yoongimyrock,308,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
taffybell,252,98,N+,AGREEMENT,OBJECTIVE,NONIRONIC
shoobe01,2262,98,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
ssweet_tragedy,882,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
shawnsdavids,9334,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Joliceeeee,795,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
parisagainx,1072,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
pignoIli,3387,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
macwake316,333,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
MillieCordelia,976,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
DEVILISHLYDOLAN,827,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
iamdjazair,1167,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
nadianahdeeah,700,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
iBrianHamilton,1415,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Jhp4042,14,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
mullingarslove,1697,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
CtdDennis,1228,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
enfysblessed,449,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
clickbvits,2038,86,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
M3gastan,9,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
yllneverbealone,2295,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
Just_Heartless_,2327,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
boog3rsugar,11949,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
nicklin_jn,821,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
NJFresco,93,92,P,AGREEMENT,OBJECTIVE,NONIRONIC
tiffadega,1106,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
M3gastan,9,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
18_alondra_18,1763,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
reasanchezz,107,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
BaronDestructo,20763,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
SammieEllen97,1044,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Hous_natali,107,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Ariellamermaid_,1469,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
dreamingxofxnyc,478,100,N+,AGREEMENT,OBJECTIVE,NONIRONIC
NadiaManzueta,99,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
JackOrmerod_,1879,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
AltsVallejoV2,1392,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
itsjingger,1071,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Mommamia13My,3361,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
T_A_34,7,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
guiltyp_uknowme,60,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
xparislashay,744,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Devon_somes,11,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
getcarrielove,160,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
BudHeckman,1799,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
amxldn,817,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ChrisDamor,139,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
juicyjonjames,3,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
needyvlogs,1145,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
holanurin,38,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
manubitencourt_,717,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
getcarrielove,160,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC
shawnsdavids,9334,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
NChammakhi,103,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
ninjasdesbois,1884,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
PrinceNaj3,6,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ssweet_tragedy,882,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
evtgoes,121,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
starkssblood,222,92,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
oliviarheiley,20,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
dahlia_abishai,56,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
sophiastargirl,202,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
danielolleCTO,485,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
rmcards4u,77,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
OliverBM6,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
daniellewyattt,338,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
lestatxs,506,92,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
x3bec,94,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
cheesesteak87,175,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
K0UGAMl,73,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
Kayy_ZA,2447,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
princess_mishyy,43,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
SeanMcn99075899,3,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
TravisTurnerTO,583,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
Lexiii_1997,225,92,N,AGREEMENT,SUBJECTIVE,NONIRONIC
frogoshii,264,92,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
casey270,837,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
alyssa_skibbeee,472,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
aliensonIy,1308,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
sofiaspov,75,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Butters360,701,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
the_alexmchugh,577,92,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
Rosalalalina_,581,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
AriffBobock,43,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
TheNickSalazar,609,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
msperez365,404,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
DIEmondHUNter04,104,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
abi_bfc,1330,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
samjaneharris,368,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
EatGreedyFit,3637,100,NONE,AGREEMENT,SUBJECTIVE,NONIRONIC
harrysmadre,110,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
kelecie,1029,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
thejealousone,510,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
asharma,7608,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
israel_Arturo2,50,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
sunnysaverage,498,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Netflixhelps,248389,94,N,DISAGREEMENT,OBJECTIVE,NONIRONIC
amelhop50694476,1,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
themartincox,32434,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Harrudanji,1816,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
kmi2ne,198,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
floydisco,118,92,N+,AGREEMENT,OBJECTIVE,NONIRONIC
singularitycth,676,100,N,AGREEMENT,OBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
HamlineJustin,46,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
lovely_kjjong,110,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
Itskiersten,748,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
SportsDroppings,627,94,NEU,DISAGREEMENT,SUBJECTIVE,NONIRONIC
YemidotCom,137,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
SamirLevi,708,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
SheilaS7777777,7,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
dopamine211,72,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
NationSpursXxX,0,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Le_Basique,70,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
yaelia6,9,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
2whoa4u,232,86,N,DISAGREEMENT,OBJECTIVE,NONIRONIC
deophage,771,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
hradzka,5392,100,N+,AGREEMENT,SUBJECTIVE,NONIRONIC
ComitatusPosse,8,94,N,DISAGREEMENT,SUBJECTIVE,NONIRONIC
nundmc,1131,100,P+,AGREEMENT,SUBJECTIVE,NONIRONIC
phyzu,267,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
jackieeBaeza,1985,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
NaturalTweet2,19,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
miluciifx,194,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
hair_moments,18,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
Thiago40875939,5,100,P,AGREEMENT,OBJECTIVE,NONIRONIC
JanaFuhrmann4,0,100,P+,AGREEMENT,OBJECTIVE,NONIRONIC
lmfaoitskai,71,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
snookz91,194,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
_harleycampbell,651,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
JAEBlRD,1206,100,NONE,AGREEMENT,OBJECTIVE,NONIRONIC
vykool,60,94,P,DISAGREEMENT,SUBJECTIVE,NONIRONIC
AuthorCourtneyM,28,100,N,AGREEMENT,SUBJECTIVE,NONIRONIC
Kilfarlioglu,791,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
TYTHOMDAGAWD,1325,100,P,AGREEMENT,SUBJECTIVE,NONIRONIC
